text,intent
قلة حياء و قلة تربية,0
طحين فاخر برائحة النهضة أصبحت هذه القناة,0
الصافي سعيد رجل بأتم معنا  الكلمة الحمد لله مازال عنا رجال يقولوا في كلمة الحق,1
شلاكة معفطة,0
Ya7ki 3lla torbya w houwa mouch motrobi,0
يا عم نور انت فنان كبير برشا وغناياتك يعجبوني.ان شاء الله من حسن الى احسن,1
 J'ai détesté le service et la carte.,0
tohfa wmeziyéna wtoktol b jooolie hhhhh,1
عيب عليك حل مشاكلكم مع بعضكم واش دخل أمك وامه,0
3sal,1
Walah rajel,1
wajiha l3asoula rabi ya7afdhk,1
.😍😍😍😍😘😘😘😘😘😳😳,1
Bravo moussalssal tayara,1
🔫🔫🔫🔫,0
jaw,1
معلم ياسين بن قمرة من افضل الممثلين حاليا في تونس برافو,1
خير من نوفل,1
w inetrnet 7moum,0
tu n'es pas trop cool,0
ملا خلايق ومناضر,0
metrobbi barcha 5ir men naoufel,1
aucune reponse et aucun respect,0
7lowiiiiiiiiiiiiiin bon courage et bon continuation :-) :-) ;-),1
سلام مسيو خطير جدا على المشاعر,0
ma7lah maryouma,1
الجو العام جيد اما الطعام والخدمة غير جيدين,1
Bravo sami,1
Bravo samiiii 😚😘😍😍,1
ena yésir yé3jibni wa en7eb en9oulou e5dim a3la rou7ik rabi em3ak wa mayhimikch fi eklém la3béd wa kima ey9oulouha eli samék a4nék,1
"خنار التوانسة ..اتموتوا على قلة الحيا و قلة التربية ،،حتى انتوما بصغاركم الشكارة و البحر ،،وخاصة تونس العاصمة ,ملا شلايك تتفرج على شلايك كيفها",0
ياسر فييييييييينو,1
اشبيه يقول خدم معايا بصراحة ياسر ماسط تسمع كان خدمت و خدمت _x000D_,0
3ejbetni 3ale5er 3andha cha5seya ta7founa,1
المساطة أون بيرسون :'(,0
c'est bon le problème est résolu,1
je resille le contrat et je vais porter plainte aussi,0
يا امين علاش مررتها السهرية و جبتو هذا,0
👊👊👊👊,0
Akiiiiiiiiiiiiid lmnawra lmousalsal hiya,1
"Pfffff romdhan la yrabhek ye5i a7na haka n3ichou fi tunis ????????""",0
e3lem el 3ar hata sebsi b tfadlik majbetohouch tahana :),0
مساط الحق,0
🤔🤔,0
كلب نعلت الله عليك يا خمج,0
Ta7founa mwahra 3jbtini,1
Tfou 3le ha rhouth,0
Yaser bleda bourjoulia moch 7ob,0
كان جات عندو همة راهو انسحب بعد سماع الصوت الشجي لحمزة الفضلاوي، شتان بين الثرى و الثريا!!!!,0
Ma7leha fekra ami semi,1
Masset,0
من أمسط ما ريت من أمير سلام مسيوو.,0
Semi hal9a tdhahek walah ya3tik sahha,1
Tbarkallah a3lik vraiment mawahoba w yeeeeeeessser yod5ol l9aleb,1
bravo amir,1
Rabi i5lik ya ja3four,1
 الأفضل,1
Ma7lek wallah 3asla,1
😘,1
tfouuuh,0
Sa3a ma7leha,1
لا تهبل وا نحبها ممثله تعجبني برشااااا.     وا نقولها ربي معاك اختي لعزيزة,1
mala  msata :/,0
تستحق الاحترام و اكثر ....سياسيه محنكه ....,1
Rabi am3akom,1
لاأدعو إلى مقاطعة هاته القناة فقط إنما جميع قنواتنا فيها نفس السموم من إشاعة الفاحشة و الرذيلة والإلحاد والكفر في بعض الأحيان فاتقوا الله في دينكم وإولادكم وأزواجكم وأمهاتكم . أيعقل من مسلم أن يترك هاته السموم في منزله ؟؟ والله الذي لا إله إلا هو سيسأل كل منا  .أسأل الله الهداية لي ولكم,0
يا وجيهة ممشيتش نتفرج اما حكاولي يعطيك الصحة,1
رااك ماسط راااك لاسط .,0
فنان كبير ،هههه   و برفو ربي   يعينو,1
rak maseteuuuuuu 😂😂😂,0
Tfouh alik ya kalbe,0
kalemtkom yji 100 mara,0
Mamsstou :/,0
hhhhh m3alim,1
connexion khayba,0
Mamstou Karim,0
Ma7lakom 3la b3adhkom w rabi y5Alicom lb3adhkom,1
rim ryahi yaaaaaser meth5ma w yaaaaaser metwath3a ma7lek n7ebek barcha <3 <3 <3,1
ياخي مفما حد قالو راك ماسط لاسط مقداد هذا وكيفاش يجي مسؤول,0
صوت روعههههههههه برافوووو اميمه انشالله بالتوفيق,1
ماسط لاسط,0
Bravo 5adouja :),1
Amine mwaher ama mouche qui naoufel 3sal,1
ملا سلعة اش تطلع تونس من 💩💩💩💩💩💩💩,0
من مسلسل خامج ال فيلم اخمج ملا منضر لقرايا و الثقافة متاعك قالولك عري روحك  و أعطي رأيك في المحرمات,0
تضحكو عليه وانسيتو الي الطحين في دمو ودم الالاف كيفو هوما يدرعو الخواطر مخيب ماركتو,0
بربي نحيوه هاالممثل,0
bravo sami,1
masta,0
😵🥱🤮😈😈😈😈😈😈😈😈😈😈😈😈😴😬🤧🙄🤥😯🤫😧😵🤐,0
نهار كامل و هوى يتسردك علينا هذا -_-,0
Bravooo alaa w rabi yleme chamel kol 7ade b3ide 3ala omo,1
mala 97ab pfffff,0
tfiiiihhh 3ala chleyek,0
ربي يعطيك على قد صدقك يا أحلى جعفور,1
ma7leha thbel,1
ماسط لاسط بفففففففف,0
S7i7 najla mjet chay w enta ya mokded amset mel msata wlh effffff rak mast lasset wenti rassik haya emchi m3aya lol :-P maset ched darek w ridh,0
" A ÉVITER ABSOLUMENT! Si vous ne voulez pas vous voir refuser l’entrée de manière totalement arbitraire, choisissez un autre endroit où dépenser votre argent.   Le vigil à l’entrée nous a refusé l’entrée sous prétexte que mon frère portait des tennis pas assez smart et pendant que nous lui parlions il a laissé entrer deux italiens qui portaient aussi des baskets mais qui sont arrivés en Porsche... c’est d’une tristesse.  J’ai demandé à parler au manager pour lui demander si à la limite ils pouvait nous mettre sur une table dans un coin si vraiment les tennis de mon frère étaient si scandaleuses que ça et le vigil a d’abord refusé puis, voyant que nous ne partions pas, il a appelé un collègue qui ne parlait ni anglais ni français (donc qui n’était probablement pas le manager) pour nous répéter la même chose, que ces tennis étaient une grave offense à leur établissement mais ils ne m’ont pas expliqué pourquoi dans ce cas ils avaient laissé entrer les italiens.",0
mahlak wmahla sotak,1
مستواكم وتمثيلكم والقصة تافهة ومهياش امتاعنا حسبي الله ونعم الوكيل تمسخوا في ولادنا وبناتنا,0
ça marche normallement,1
swayet,1
je remercie toute l'équipe de m'voir aide,1
oui 3andi tonalité ,1
برافو خالد شوكات ....,1
Mezyana,1
emission dhamra yesser ..............,1
wallah bravo ya3tik sehha,1
Mersi,1
تفوا عليك عاملة روحها ممثلة ،تى وكان يهطونى مال الدنيا ويقلولى اتفرج. نرفض على خاطر فما وحدة خسيسة ،تفففففففففوا عععععععللللليييييك,0
mana3rach 3leh n7esou mounefe9,0
Mala mander a7ref,0
الله يبارك اميمة صوتك آلة,1
برشاا قلة حيا و قلة تربيه,0
a3az e5ti2r wrabi m3ah,1
metrobbi w rabbi yahfdhek,1
Hamzaoui ya maaaaaaaaaaaset:@,0
مسهلتش روحك يا سامي نهار هكه تخمم وحدك وتقول شبيني تافه,0
Kathertoulha mel msouta,0
قحبة بكوارتها,0
دخلت لقلبي يا ربي محلاها,1
maneha no93od nejri  f jortkom? ???,0
سي جلول يعطيك ألف صحة و ربي يبارك فيك وكأنك شرهة في شباب باش يزيد يقرأ أكثر,1
ماسط لاسط ماسط لاسط ماسط لاسط... اخر واحد يحكي ع الثقافة. فاقد الشیء لا يعطيه,0
واحد مسخ كلب ...طحان التجمع,0
n7ibha barchaaaaa a7sen moumathla fi tounis <3,1
ياسر مقلق وماسط تنبر عالعباد وانتي كعبة لا نفس الحوايج نفس الكلام ياسر ماسط بربي تعملو مزية ماعادش تجيبوه,0
طاحون,0
مش غريب عليه التبندير,0
Marwa tha3louba,0
حقيقتا حطمتو الرقم القياسي في الخمج وقلة الحياء أنتم حثالة حثالة حثالة,0
wled Sami elkaleb,0
تففففففوه  عليكم و على خمجكم يا صقاط  هذا  مسلسل تعديو  فيه  في  شهر  فضيل.,0
Ppppppfffffff mal9aw chkoun yjibou,0
3al 7iiiit mariem,0
Akber fdiha houa enta,0
sa7a ja3four :p,1
ماسط ما يعرفش يحكي و مش مقنع يعاود في اللام بصراحة  لطفي لعماري بالبعيد عليه,0
Bravoo,1
ممثلة باهية و تحفونة,1
Mousalsal ahbell  w moumathline a7la <3 <3,1
اسمو على جسموا دنيا اخرى دنيا متاع ضحك ملا مبروكه و لميس و صبري و ملا خف عند البرنس ضحكه عالميه,1
ممثلة صاعدة صحيح و انشاله ربي يوفقها...,1
mais taw c bon sava temchi,1
Lahes ya tahan,0
مسكينة تونس بعد  الثورة رينا العجب,0
3sal asel,1
Hhhhhhhhhhhhh حلقة عالمية,1
احسن مخرج في تونس حاليا سامي الفهري قوة في الافكار والسيناريوهات شكون موافقني !!,1
Kalb ekbire o la7as el sido el chi5 o ebrabi ya ejma3at elhiwar el tounsie ma3adech edjiboulna nass houma erhabiyine ye7kiyo 3al erhab kounech edi belnesba likom elli 3amlo tafjirat soussa ma homchi erhabiyine o kima 9alo el ta7an i3ich a7yato ebkolha ta7ane,0
خمسة و خميس عليه يفهم ياسر في تونس حاوس تفهم,1
مسلسلاتكم فاشلة و باسلة لا لون و لا رائحة و لا طعم ، يا حسرة على ڤمرة المحروس و منامة عروسية و ضفائر و حسابات و عقابات ... يا حسرة,0
je vous remercie infiniment.,1
برجولية  محلاها والله  علاش تبرو عليها  فنانة وعليها لكلام   ربي معاها  أخوك من الجزائر <3  ولي تقرى رسايل باهية برشة,1
اوو ملا كعبة الراجل هذا فنومان. بصراحة فرهدنا الليلة وعملنا جو .يعطيه الصحة.,1
connexion stable,1
متثقفة و مزيانة و الدلول مواتيك في قمة الأنوثة :*,1
انا و الله لا يعجبني لا قبل لا توا و منيش عارف شكون سماه كوميدي  و زيد ميعرفش يحكي رك غلط الي قالك رك ضامر و متكلماني يا سي توفيق,0
Bravo,1
7ata kana tmathel mouch metrabia wzid romdhan ya dini mela 7ela fina pfffffffffffffffffffffff,0
m3aleeeeeeeeeeeeeeeeeeem ( . ) warja3 lstar,1
mrigel mala ghodwa nchalah n5alas,1
bravou kadouja,1
Hiya w tawfi9 tanjra w l9at 8taha fil msata chay y3aif,0
Tbarkallah 😍😍😍,1
لا يليق بهذا البرنامج,0
حلا حليلا مهزلا قرف,0
Pfffffff. Keb sa3d. Fen,0
maset barcha kyarou fil radio w maya wini ? w rihem ben aliya masatha fi klamha b rjouliya kif maken klem ennes kir barchaaaaa,0
Mch nrml yesir bravo,1
N7bha,1
plus que 3 semaine pour une reclamation,0
N7ibik,1
Jawbou zebbi 3leh,0
عيب,0
oui hada jaw welé lawa7,1
👎👎👎👎👎👎👎👎👎👎👎👎👎👎👏👏👏👏👏👏,0
رجل واعي و مثقف ♥,1
Thabal sitkom dinia okra chab3a dhohk ya3tik isaha sami bravo libranc karim bassam ilkol bravo,1
😞😞😞😞,0
w barcha fssééd tfffiih aalik,0
ma fhemtech ena fi kol barnemej i3aytoulou mazel ken nachra jawiya pffffff yasseeer kabartoulou rasou,0
raj3et lefthaya777,0
تلقائية...,1
مستوي منحط,0
Mahla zinkom,1
ملا منطق يحكي بيه و ملا مستوى منحط لكن هذا موش غريب على هالسنبل هذا,0
Sker fomek,0
وليد يعطيك الصحا برجوليا وغني بردت على قلبي بلاد,1
نشالله كل عام وانت طحان يا طاحون,0
Masta w rzina,0
bravoo,1
الله يهلكءك يا فهري يا مجرم,0
Barcha 9elet 7ya mouch 7ob lwa7ed wala 3amel talefza fil koujina bech yeb3ed 3la bouh,0
bravo :),1
معقد و مهلوس,0
😠😤😤,0
من احسن ما انجبت بلادي من ممثلين وليس مثليين. ههه,1
wa7dik filwahra ya amin,1
واو مقنع والله ابدعوا,1
encore vu w mayjaweb 7ab,0
امسط ممثل عرفه التاريخ,0
ta7foun,1
Wajiha ya ta7founa tet7at 3al jor7 yebra,1
الكلب يحب خانقو,0
مقداد السهيلي أرخص إنسان على وجه الارض و بتاع النقابة الي تكلم نحب نقولو يعطك تيييييييييت,0
محلاها.,1
Tfoo lik w leha,0
Vous volé les gens,0
Bravooooo,1
😱😱😱😨😨😨,0
انا نحبها بارشا ااااا ممثلة بارعة,1
3azaaa nmout 3lihaa 😘😘😘,1
احسن ممثل في ادوار الكول,1
Ta7foun,1
Massset laset pifff,0
5it 3alik ya mas5a nhéb n9olek maritech as9et mének mra w matstahelech béch tkoun mra ................. tfouh 3alik ma5mjék,0
Amset momathel ritou fi 7yati naf5a moch nrml w Ma5yeb rasou,0
Hanen chograni 3asla,1
Raw3a raw3a,1
احسن ممثلة تعجبني bravo واصل,1
كلب وخنزير كبير,0
Lm3allaaaamm,1
Bravo,1
wa7ed ymout ou ya7ya ou entouma mazeltou majewebtouch,0
Saha rajel wnetcharfou bik,1
yekhi ahna fi tounes!!!!! ma3adch hechma fi hal bled med wejhou la hechma w masa7 ro93tou!!!!,0
Mà3łêm,1
thx,1
ma7leeehom,1
ونعم التربيه,1
"franchement aucune différence entre le robot qui est en train de me réponde et vos agents ""techniques""",0
Nnn wlh thfouna mouch normalll,1
Bravo Rim <3,1
merci grave à une intervention,1
معلم توتو,1
Mahlek ya zina,1
👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎,0
mamsatkom moch normal !!!!,0
جميلة,1
ماسط ومن لاخر عورلها برشه و تحل في لعريض و هو شخصيه هزيله موش هزليه,0
Mast laset belehi 3awena besletk enti bdhet,0
M3aaaalma,1
m3alem,1
Wa7dek ya m3alem,1
mala mosiba hhhh,0
وجيهة عسلة,1
9ahba,0
دعاااااره  100%,0
برافووووا وليد.. الحمد لله مازال فما رجال يغاروا علی دينهم ويدافعوا عليه من ها الشواذ والمرتزقة...,1
bravo,1
Ya mabben,0
نفولك راك تافهة ومنعرفوكش واحمد الا ندلسي شكونك انت باش تعطي رايك فيه كانك على حكايات تونسبة نفخ وشرب ماه هو هكا مسلسل تحكي عليه,0
برجوليا عسل عسل عسل النحل أنشالله أنساء تونس كيفها,1
Bara zahez,0
Mala tala o mala wahra t9ol injilina jouli :D,1
Bravo,1
Tbarkalah 3lih mala sout u mala dh5ama u torbya,1
برشا ضحك روعة,1
شعب تافه مع احترامي للبعض واحد يعدي عمرو يقرى يكمل ببقى بطال باش يتفرج على تلفزتنا الموقره ويعرف علاش هذا معندوش بطاقة احتراف.دوحي يااااااااااااا مباركة,0
برافو,1
ممسطوووووووووووووووووووووو !!,0
بغض النضر انو مسلسل متاع قلة حياء اما والله نحلف ع شطر الشعب يستنا فيه و الناس الكل تمد وجوها,0
Bravooooo bon choix,1
souték 7louw mayssoun bravo <3,1
ممسط عبد بش منقولش راجل خاطر مش موالمتک  مخیب راسک,0
T bhiiima 7eta lmathal 8alet,0
aucun proffessionnalisme,0
mahleeeeeeeeeeeeeeeeek hannen.bravooooooooo,1
LM3alem,1
انسان غير مثقفغ ولا مسرحي وين تكون يا اخي   في سجن الكاف,0
الزبلة,0
اكبر جحش في القنات,0
تحفونة,1
رجل قانون و مثقف,1
Bayyouta ma7lek temchi wtes4ar bou zink :*,1
bech nbadel orange,0
ملا تهريج وملا مستوي اعلام عار,0
موش بلاصتك يافوزي,0
Bravo semi lfehri abda3t bsaraha illi 3jbou sitcom denia o5ra ydea j'aime❤❤👏👍👌,1
ye5i chaque semaine no93od nab3thelkom netchakka ml cnx !!,0
mamset erab mte3 rab rab erab mte3 ra ommek,0
يا بية إحشم على روحك ،جاية تعري في أكتافك راك عملت العار,0
يا ميمتي ممسطوا,0
ma yji chay ma na3rach lwah jeybinou mastoulna il sahria,0
تحياتي سيدي المحترم,1
Yecer maaaaaasta,0
اسقط و انذل تونسي يدعي التمثيل و الانسانية و بداخله كره و حقد ايديلوجي اعمى,0
tfouuuuh,0
تفوه حاشا خليقة الرحمان,0
je vous remercie infiniment :),1
😂😂😂karim lm3alleeem,1
كلاب أولاد كلاب,0
ماشالله عليها,1
راك ماسط راك لاسط و ما عادش دجيبوه بربي,0
Bjeh rabi le 3ad t3adiwha masta barcha,0
ماسطة لاسطة,0
Mashallah 3leha 7anan eshograni 3asoula,1
كلام موزون و معقول,1
hhh walah ahla barmja hiya denya okhra bravooooo,1
zayed rak ma3alemmmmmmmmmmm ... ;),1
لعنة الله عليك يا خامج الشيب والعيب في التلفزة وعلي المباشر تحكي بكلام زوفره ملا في دارك زعمه كفاش !!!!! أكيد ديوث,0
Rawe3a,1
thabel,1
masét bsara7a,0
انا نحبها بااااااارشا وهي  بالح فنانة,1
mahlakom raby yhanikom raby yba3ad 3likom bnete lahram,1
ربي معاك ارمستا واصل الديو مع الفنانين الكبار برافو,1
Masta ilfikra w ilmomatlin,0
نهضاوي كلب,0
may3jbnich,0
هدا الدور الحقيقى للاب و هدا قمت العطاء و التضحية الله يشفيلو بنتو و الله يعطيه القوة و الصبر,1
Yam3alem,1
👍,1
ممسطو و مخيب صوتو -_-,0
شيخ زبالة,0
3AMLET ERI7A,0
Mahlek wajiha je t'aime,1
kalab 7achakom,0
ja3four ya m3alem ....,1
ma7lahoum,1
mala 5orda siri (3),0
ما شالله عليها في كل شي ثقافه و تربيه و زين برافوووو عيشوشه واصلي,1
والله بردتلي على قلبي يا احمد,1
ربي ايوافقكوم,1
Tayara,1
 Une vue magnifique mais un service qui n'est pas à la hauteur,0
😠😠😠,0
Braaaavooo semi,1
It3adi ro7ha,1
Brabbi chkouni ha chlekka !!sma3tha ta7ki 3la ahmed landolsi !! Malla mri4a!!!,0
"""ما تحشمش ملا ماركة جايبينها  _x000D_",0
ja3four rabi ykather menek enes rak 3sal :),1
Wa7dek ya hanona n7ebek barrrrrrrrrcha,1
bravo khadija 😉 ابدعت,1
bravo emir :),1
yaani nkasser fi rassi o nfalfess bech tji nti fi lkher ta3meli vu,0
"Bonjour. De vrais problèmes de connexion depuis un mois. Aucune réaction. Je suis très déçu de Topnet. Et puis au moindre retard de paiement vous coupez la connexion qui n'existait même pas.
On sent la frustration totale.  Et ça sent l'arnaque.",0
🖕🏿,0
بلادة وركاكة,0
تجمعي طحاااااااان,0
Ya masa5 bara ...... Omek ya ta7an,0
بصراحه عيب عيب ياشيخ .. قد ما كنت معاك في كلامك اما عيب تقول كلام هكا على بنت الناس حتى كاني خايبه.. راك عندك بنات .. بصراحه شي يحشم قاعده مع خواتي و بابا .. الله يهدي,0
chbik maset el bereh eddrama athret 3lik,0
rak maset rak laset,0
Te3jebni barcha Iove bb 5adouja,1
"""امسط منها مافماش موش خارج عليها دور جمله _x000D_",0
M3alim,1
thabil 3inaha,1
وجيهة هي المراة التونسية! من الممثلات القلائل في تونس الي تلعب الدور كيما يلزم! ضحكتني برشة في العفشة مون امور... نستناها في مسرحية اخرى من هذا المستوى,1
مش متروبي,0
Ya sorre9,0
مبدعة و فنانة كبيرة...من أحسن الممثلات في تونس,1
بصراحة bravo ناجي جلول,1
C'est anormal,0
9ome 3asba 3ala rasek ya mibon,0
maset maset,0
HANEN CHOGRANI......yessir 3assoula...,1
زايد الواطي واطي افهموا ارواحكم واقلبوا اوجوهكم,0
manawarena ya nour,1
mamsteh a3tah elwa9et wsa7a lih :/,0
5 w 5mis 3lik stoufa,1
Bravo amin enchalah dima 9odem,1
Classe hlowa mitrobia,1
تحبك لفعه يا مسخ,0
 C est un endroit tres chic de style différent ces plats sont basé sur les moules avec une gout exceptionnel .tres délicieux un lieu recommandé pour la famille ou pour les couple,1
Bravo 9alou minhak el3rayef 9alou m'en hak echojra...,1
"""ماشاءالله تبارك الله ربنا يحفظها ويمد فى عمرها انشاء الله. _x000D_",1
Ent bel7a9 ma7lek,1
اني نحبها,1
لعنه الله عليك يا سامي الميبون,0
Tefou,0
ماسط وموش متربي,0
Tbarkaallah aalik ya ja3fer dyma mwaher w tbdelna fy jaw,1
الكلب اشرف منك يا راس البصل,0
الناتنة هاذي موش معروفة جملة و زيد ولت مكروهة.ما رأيك ان اهديكي حصان تمارسين معه هواياتك التي افصحتي عنها بطريقة غير مباشرة.تحسبين نفسك فنانة و مثقفة.اريد ان اقول لك بأن الحصان الذي سأهديكي اياه فنان و مثقف جدا جدا كما تريدين انتي.لكنه فنان و مثقف ثفافة اخرى.و الفهيم يفهم,0
Ma7lehoum li5wet ki ye9fou m3a b3athoum nchalah nes tit3alim mil mousalslet :),1
أو مل روعة مش نرمال,1
merci beaucoup pour votre patience,1
mala fsala far5 ta7an,0
تفوووووه على قلة الحياء,0
أنا احبها يعجبني دورها,1
mahleeekoum louleeeed nhbkoum,1
Ma5yebha 5ittttt ech msatet sa5ta w zedet bozmett,0
" إذا كنت أجنبيًا و ""مظهر أوروبي أبيض"" ، يمكنك الوصول إليه حتى مع ملابس النوم وإلا فإنه يكاد يكون من المستحيل باستثناء الامتيازات المحلية أو إذا كنت تدفع مبلغ 30dt إلى الحمال ... ومرة ​​أخرى",0
Bravo bravo bravo,1
hhhh dhamra,1
يا معلم :*,1
موهرة,1
ti bara rawa7 bara rawa7,0
جاهل من جهال تونس,0
rabi y3inha,1
Ya3tiha sa7a,1
besla,0
amir bon  chance ya m3alem  zid i5dem ou inchala  min 7assen ila a7ssen,1
مصقتها,0
masta w khayba barcha,0
Rabbi yfadhalhomlo,1
انالطفي واحد من الناس يعجبني حتي في أخلاق .....,1
ana manich satisfait wlh nrmlment ana client moch intoma,0
Mabesslouuu,0
مايعجبنيش,0
Wino ras ilbasla hhhhh,0
عملت  العاااااااار.  لا ذات ولا صفات,0
تفوه عليها مسخة ويقولو كيفاش يقولو عليهم كفار اينعم كفار كفار وبلاد خامجة وفاسدة بلاد العهر واللواط ربي في الوجود اللهم زلزلها تحت أقدامهم,0
ya mereg,0
Mray7a :3,1
😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡,0
يا توفيق انتي ممثل أش مدخلك تحكي في سياسة حاجه ماتفهمهش,0
محلاها و مفينها...بوزينها :*,1
Hhh sama7ni kn mrejtek,0
أما المذيع ظهرلي فيه مُتَخلَّق خير من برشة عُبَّاد كانوا موجودين,1
تبا لهم منافقين,0
3ssaaaaal denyyyyA nhebkk lelllah #5ouya #ja3four,1
mamstou,0
Haycha w bhim w dhaya3 fiha,0
maset laset,0
😤,0
tir ya kalb tfouh,0
Mabeldou a3tah kaf hh,0
إمرأة قوية,1
حسبي الله ونعم الوكيل لاحول و لا قوة إلى بالله,0
Ma7la rasek hh,1
"Après avoir reçu mon modem et ma ligne Télécom correctement branché, plus rien de la part de Topnet. L'adsl n'est toujours pas activé depuis 2 mois",0
Ya3jebni,1
Mawhra dema tab9a sa8era,1
حلقة روعة الجزائريين كامل يسناو فيه,1
والله جعفر القاسمي إنسان خلوق و لا يستهزئ بالناس ولا بالجهويات وهو ضااامر و بشوش 0,1
راك ماسط راك لاسط,0
wou 9adech'ha masta w teeeefha ! ya77,0
tawa win rajeet,1
 مطعم موضوع جميل. الخدمة في الأعلى,1
Mahleha 3aycha n7ebha barcha,1
tawa hedha 3abed ijibou fih ti masa5 diam lebar el bar,0
olfa 3zizty dina chik w mnawritna :*,1
Bravo amin w enchallah men hassan ila ahssan,1
معلم,1
ادا جاءك حديث الثورة و رايت شيخا في التسعين يحكم شبابا قامو بالثورة . و رايت سارقا للتلفزة التونسية اصبحت له تلفزة خاصة كسامي الفهري و رايت ممجدا لبن علي اصبح مليونيرا .معز بن غربية كمثال لا للحصر . فاعلم ان الشعب حقق كل مطالبه واستحقاقاته و لا يبالي بما حققه الفاسدون ... الثورة مستمرة يا ازلام شيبوب,0
آحسن مسلسل 😃😃😃,1
Je te déteste,0
Ma5ybou w marzin 3osou pfff,0
💩💩💩💩💩💩,0
" Jolie vue en terrasse de la plage de la marsa , par contre c est a la tunisienne , comme partout , service treeeesss leenntt ...quand on vient de paris , c est a devenir fou ..en plus serveur pas souriant , pas hyper aimables .. c est dommage , les pourboires tomberaient pour eux , et bien , s ils travaillaient un peu plus et mieux .. par contre , petit dejeuner pas cher , et glaces bien presentees .. truc bizarre , pour led touristes , il n y a que des petits dejeuners , par contre pour les tunisiens un peu de tout , pizza , etc .. bref , c est la tunisie ..",0
W 3inik enti ya sami ma7lahom hhh,1
لمين النهدي إنتهت مدة صلوحيتو,0
ماسطة ....,0
يا سي مهدي كلامك نعرفوه اما بربي المره الجاية جيب الجديد رانا فدينة من تسخين الباية البلاد هززها الواد و السياسين يقولو العام صابة,0
fannena wala arwa3 <3 <3 <3,1
"""Dawrha la 3ala9a ... _x000D_",0
برافو وليد التونسي  و احمد  الاندلسي :-*,1
m3aleeeeem,1
andi,1
..ممصتك يا امين قاره,0
"""Bravo bouhmiid _x000D_",1
قناة الفحش و الرذيلة ان شاء الله تطهر منها كل دار,0
فله جزائرية اهلا و سهلا فيك في تونس و انشاالله ديما اتزورنا,1
Kifech t7ebouni n5aless connexion ma9ssoussa min avril ? Normal???,0
👏🏻👏🏻👏🏻,1
تحية تقدير لهذا الرجل المناضل,1
وحدك راجل و سيد ارجال  فن علم ثقافة نتشرف بك كثيرا,1
000000 service 0000000,0
❤️❤️😍,1
بالصراحة لا علاقة بالتمثيل,0
على الأقل كان من الأجدر جعل حصة الليلة حصة خاصة بالحدث الجلل و إستدعاء ضيوف من ذوي الإختصاص من قانونيين و علماء إجتماع و نفس و إجرام و دين و مجتمع مدني و جمعيات.فلا أقدس بعد الدين من أطفالنا القصر. _x000D_,0
Euuuh wajiha oukhyty chbik masta barchaaa,0
Bravo walid,1
راك معلم يا دلاجي,1
قداش نكرهو ياسر ماسط و ما يضحكش,0
badloh topshit,0
مهف,1
ممثلة محترمة,1
فين تحطها تقد روحها,1
👎👎👎,0
Waaaaaaaaak mamestou w akther wehed 9lil torbiya  pffffffffff,0
Bravoooooooooo tbarkala 3liha,1
Heyla (y),1
PfffffffFfffff mamstek w marekek  e555555it,0
Tooooop de Toooooop 👍👏,1
كااااااااذب,0
"باي باي تونس""",0
tfih 3ala hal bled.. lwa7ed y7el fb sbe7 yal9a ken lboumathat,0
barcha fdhay7,0
Behya w 9wiya fi masrah  bravoo toppp,1
😓😓😰,0
قلقتوني,0
Kafon  <3,1
انسان جاهل و متخلف و من ابرز هيواياتوالتلحيس و هزان الطحين وزيد عندو الوبنى في قفلة الصباط نلوم عليكم انتم جايبين واحد رخيص و خامج كيفوا,0
Ta3bto zebi,0
Bravo,1
جعفر يفكرني بسفيان الشعري الله يرحمو إنسان ذو أخلاق عالية ... إلي في القلب في القلب ... ربي يثبتك,1
" Very good food and fast and friendly service. The hot chocolate is very thick and rich. I had the salted caramel crepe and it was absolutely delicious! Nice atmosphere as well, soft music and lots of seating outside on the patio. We also found the prices to be fair: two large crepes (meal size) and two warm drinks cost us 36 dinars (about $12 USD), well worth it. I recommend and will return.",1
"Machalah rajel metrobi w met5ala9 5ir min hak ras,lbsal nawfel wertani",1
 لمحبي بلح البحر ، انها عصاري. مطعم جيد جدا مع خدمة سريعة. حاولنا خزفي بلح البحر مع صلصة بيضاء وجملون بارما. والطاجون الاسباني آخر (صلصة حمراء قليلا حار). كلاهما جيد جدا.,1
😕💔,0
ديما نستنا و الله برشا روطار صاحبي,0
Thabel se3a,1
تحفونة صغننونة,1
بورجولية راجل وسيد الرجال,1
برجولية عجبني صوتها كان غنات انت و بس الي حبيبي,1
Bsara7a houwa momtez a7sen kif raya7touna men maya lgsouri,1
rak maset aa rak laset aa rak remza aa mabeldek wmarakek aa,0
راك ماسط راك  لاسط,0
Mala sel3a :-P,0
Tbarkala aaaliha,1
tbarkalah 3lik,1
😡😡😡😡,0
tefeh ya7ki 3atha9afa pfffffffff malla msoutiya w 9ilet torbya w mouch rajel,0
عين الحسود فيها قنفود  😂❤ Zin w 3in w 9ad tbarkallah alik 💗 yestana fik most9bel kbiir fi majél el tamtil,1
مسكيييييين,0
